"P","Points:0","Points:1","Points:2","T","U","V","div"
0.0018877,0.5875,0.7625,0,37.539,-0.0040104,-0.0015768,-3.5932e-09
0.0022088,0.5875,0.7875,0,38.265,-0.0047871,-0.001788,-3.8914e-09
0.0025469,0.5875,0.8125,0,38.951,-0.0056035,-0.0019085,-4.1698e-09
0.0029016,0.5875,0.8375,0,39.602,-0.0063497,-0.0019084,-4.4235e-09
0.0032721,0.5875,0.8625,0,40.208,-0.0068753,-0.0017684,-4.6479e-09
0.0036569,0.5875,0.8875,0,40.742,-0.0070066,-0.0014891,-4.8383e-09
0.0040532,0.5875,0.9125,0,41.169,-0.0065805,-0.0011006,-4.9906e-09
0.0044574,0.5875,0.9375,0,41.459,-0.0054913,-0.00066958,-5.1014e-09
0.0048656,0.5875,0.9625,0,41.613,-0.0037334,-0.00029105,-5.1686e-09
0.0052743,0.5875,0.9875,0,41.66,-0.0013975,-6.4034e-05,-5.1909e-09
0.0025056,0.6125,0.0125,0,14.179,0.0011466,-1.8892e-05,7.7652e-09
0.0022346,0.6125,0.0375,0,14.204,0.0028838,-7.4385e-05,5.0755e-09
0.0019671,0.6125,0.0625,0,14.291,0.0041567,-0.00014993,4.9505e-09
0.0017055,0.6125,0.0875,0,14.462,0.0050448,-0.00022068,4.7907e-09
0.0014519,0.6125,0.1125,0,14.732,0.0056086,-0.00027335,4.6006e-09
0.0012089,0.6125,0.1375,0,15.107,0.0058944,-0.00030447,4.3845e-09
0.00097837,0.6125,0.1625,0,15.585,0.005942,-0.00031674,4.1467e-09
0.00076238,0.6125,0.1875,0,16.162,0.0057913,-0.00031519,3.891e-09
0.00056267,0.6125,0.2125,0,16.83,0.0054834,-0.00030444,3.6205e-09
0.00038091,0.6125,0.2375,0,17.58,0.0050589,-0.00028747,3.3376e-09
0.00021865,0.6125,0.2625,0,18.398,0.0045558,-0.00026558,3.0442e-09
7.7245e-05,0.6125,0.2875,0,19.27,0.0040071,-0.00023909,2.7419e-09
-4.2188e-05,0.6125,0.3125,0,20.181,0.0034395,-0.000208,2.4318e-09
-0.00013883,0.6125,0.3375,0,21.117,0.0028736,-0.00017257,2.1148e-09
-0.00021212,0.6125,0.3625,0,22.067,0.0023238,-0.00013351,1.7921e-09
-0.00026173,0.6125,0.3875,0,23.025,0.0017995,-9.2069e-05,1.4646e-09
-0.00028751,0.6125,0.4125,0,23.987,0.0013059,-5.0076e-05,1.1333e-09
-0.00028935,0.6125,0.4375,0,24.953,0.00084599,-1.0115e-05,7.9902e-10
-0.00026716,0.6125,0.4625,0,25.925,0.00042143,2.4247e-05,4.6238e-10
-0.00022085,0.6125,0.4875,0,26.906,3.3885e-05,4.8169e-05,1.2361e-10
-0.00015022,0.6125,0.5125,0,27.9,-0.00031472,5.5349e-05,-2.1721e-10
-5.5048e-05,0.6125,0.5375,0,28.907,-0.00062281,3.8109e-05,-5.5996e-10
6.4904e-05,0.6125,0.5625,0,29.928,-0.0008907,-1.2111e-05,-9.0437e-10
0.00020983,0.6125,0.5875,0,30.958,-0.001123,-0.00010376,-1.25e-09
0.00037976,0.6125,0.6125,0,31.988,-0.0013315,-0.00024369,-1.596e-09
0.00057441,0.6125,0.6375,0,33.005,-0.0015371,-0.00043533,-1.9414e-09
0.00079306,0.6125,0.6625,0,33.993,-0.0017711,-0.00067691,-2.2848e-09
0.0010346,0.6125,0.6875,0,34.933,-0.002073,-0.00095992,-2.6244e-09
0.0012974,0.6125,0.7125,0,35.812,-0.0024847,-0.0012685,-2.9579e-09
0.0015801,0.6125,0.7375,0,36.625,-0.0030405,-0.0015795,-3.2826e-09
0.0018815,0.6125,0.7625,0,37.381,-0.0037545,-0.0018641,-3.5949e-09
0.0022009,0.6125,0.7875,0,38.097,-0.0046066,-0.0020892,-3.8912e-09
0.0025383,0.6125,0.8125,0,38.792,-0.0055321,-0.0022205,-4.1671e-09
0.0028939,0.6125,0.8375,0,39.475,-0.0064158,-0.0022259,-4.4181e-09
0.0032671,0.6125,0.8625,0,40.135,-0.0070942,-0.0020808,-4.6395e-09
0.0036562,0.6125,0.8875,0,40.736,-0.0073699,-0.0017779,-4.827e-09
0.0040577,0.6125,0.9125,0,41.23,-0.0070429,-0.0013405,-4.9767e-09
0.0044669,0.6125,0.9375,0,41.573,-0.0059649,-0.00083556,-5.0856e-09
0.0048789,0.6125,0.9625,0,41.757,-0.0041005,-0.00037342,-5.1516e-09
0.00529,0.6125,0.9875,0,41.814,-0.0015462,-8.4641e-05,-5.1735e-09
0.0024852,0.6375,0.0125,0,14.298,0.001185,-1.953e-05,7.7268e-09
0.0022168,0.6375,0.0375,0,14.324,0.0029601,-7.8678e-05,5.0494e-09
0.001952,0.6375,0.0625,0,14.411,0.0042397,-0.00016237,4.9238e-09
0.0016927,0.6375,0.0875,0,14.583,0.0051144,-0.00024433,4.7634e-09
0.0014412,0.6375,0.1125,0,14.855,0.0056558,-0.00030845,4.5727e-09
0.0012,0.6375,0.1375,0,15.231,0.0059181,-0.00034816,4.3563e-09
0.00097105,0.6375,0.1625,0,15.71,0.0059461,-0.00036376,4.1186e-09
0.00075647,0.6375,0.1875,0,16.287,0.0057811,-0.00035922,3.8632e-09
0.00055808,0.6375,0.2125,0,16.953,0.0054632,-0.00033957,3.5935e-09
0.00037757,0.6375,0.2375,0,17.697,0.0050319,-0.00030938,3.312e-09
0.00021649,0.6375,0.2625,0,18.505,0.0045239,-0.00027228,3.0207e-09
7.617e-05,0.6375,0.2875,0,19.364,0.0039713,-0.00023102,2.7209e-09
-4.2331e-05,0.6375,0.3125,0,20.259,0.003401,-0.00018779,2.4139e-09
-0.00013822,0.6375,0.3375,0,21.178,0.0028334,-0.00014443,2.1005e-09
-0.00021094,0.6375,0.3625,0,22.113,0.0022832,-0.00010264,1.7815e-09
-0.00026015,0.6375,0.3875,0,23.059,0.0017601,-6.4085e-05,1.4576e-09
-0.00028564,0.6375,0.4125,0,24.012,0.0012698,-3.0593e-05,1.1295e-09
-0.00028725,0.6375,0.4375,0,24.973,0.00081599,-4.4564e-06,7.9769e-10
-0.00026488,0.6375,0.4625,0,25.943,0.00040137,1.1246e-05,4.6268e-10
-0.00021836,0.6375,0.4875,0,26.925,2.8943e-05,1.2328e-05,1.2471e-10
-0.00014754,0.6375,0.5125,0,27.919,-0.00029797,-6.6646e-06,-2.16e-10
-5.2203e-05,0.6375,0.5375,0,28.925,-0.00057666,-5.2334e-05,-5.5917e-10
6.7816e-05,0.6375,0.5625,0,29.941,-0.00080706,-0.00013191,-9.0437e-10
0.00021262,0.6375,0.5875,0,30.96,-0.00099465,-0.00025227,-1.251e-09
0.0003821,0.6375,0.6125,0,31.971,-0.0011536,-0.00041858,-1.5981e-09
0.00057585,0.6375,0.6375,0,32.961,-0.0013092,-0.00063271,-1.9445e-09
0.00079302,0.6375,0.6625,0,33.914,-0.0014985,-0.00089162,-2.2886e-09
0.0010324,0.6375,0.6875,0,34.813,-0.0017679,-0.0011863,-2.6285e-09
0.0012926,0.6375,0.7125,0,35.649,-0.0021663,-0.0015013,-2.9617e-09
0.0015722,0.6375,0.7375,0,36.423,-0.0027343,-0.0018149,-3.2854e-09
0.0018706,0.6375,0.7625,0,37.151,-0.0034907,-0.0021005,-3.5961e-09
0.0021878,0.6375,0.7875,0,37.856,-0.0044184,-0.0023274,-3.89e-09
0.0025244,0.6375,0.8125,0,38.564,-0.0054534,-0.002463,-4.1629e-09
0.0028813,0.6375,0.8375,0,39.287,-0.0064775,-0.0024747,-4.4106e-09
0.0032582,0.6375,0.8625,0,40.013,-0.0073184,-0.0023339,-4.6286e-09
0.0036531,0.6375,0.8875,0,40.697,-0.0077578,-0.0020248,-4.8128e-09
0.0040616,0.6375,0.9125,0,41.275,-0.0075579,-0.0015592,-4.9597e-09
0.0044776,0.6375,0.9375,0,41.687,-0.0065168,-0.00099729,-5.0664e-09
0.0048949,0.6375,0.9625,0,41.911,-0.0045492,-0.00045893,-5.131e-09
0.0053091,0.6375,0.9875,0,41.981,-0.001738,-0.00010723,-5.1524e-09
0.0024633,0.6625,0.0125,0,14.417,0.0012244,-1.9845e-05,7.6886e-09
0.0021978,0.6625,0.0375,0,14.442,0.003041,-8.1012e-05,5.0235e-09
0.0019357,0.6625,0.0625,0,14.53,0.0043307,-0.00016922,4.8973e-09
0.001679,0.6625,0.0875,0,14.704,0.0051932,-0.00025705,4.7363e-09
0.0014299,0.6625,0.1125,0,14.977,0.0057105,-0.00032646,4.5451e-09
0.0011908,0.6625,0.1375,0,15.355,0.0059455,-0.00036886,4.3283e-09
0.00096378,0.6625,0.1625,0,15.834,0.0059486,-0.00038313,4.0905e-09
0.00075092,0.6625,0.1875,0,16.41,0.0057637,-0.00037281,3.8355e-09
0.00055406,0.6625,0.2125,0,17.071,0.0054317,-0.00034363,3.5666e-09
0.00037494,0.6625,0.2375,0,17.807,0.0049913,-0.00030174,3.2864e-09
0.00021508,0.6625,0.2625,0,18.603,0.0044784,-0.00025279,2.9968e-09
7.5793e-05,0.6625,0.2875,0,19.447,0.0039243,-0.0002016,2.6994e-09
-4.1872e-05,0.6625,0.3125,0,20.325,0.0033552,-0.00015211,2.3952e-09
-0.00013712,0.6625,0.3375,0,21.229,0.0027911,-0.00010741,2.0848e-09
-0.00020938,0.6625,0.3625,0,22.149,0.0022462,-6.9895e-05,1.7691e-09
-0.00025827,0.6625,0.3875,0,23.083,0.0017301,-4.1469e-05,1.4483e-09
-0.00028352,0.6625,0.4125,0,24.029,0.0012487,-2.3799e-05,1.1231e-09
-0.00028493,0.6625,0.4375,0,24.985,0.00080591,-1.8682e-05,7.9364e-10
-0.00026235,0.6625,0.4625,0,25.953,0.00040547,-2.8407e-05,4.6034e-10
-0.00021563,0.6625,0.4875,0,26.933,5.1398e-05,-5.6048e-05,1.2341e-10
-0.00014461,0.6625,0.5125,0,27.924,-0.00025188,-0.0001056,-2.1686e-10
-4.917e-05,0.6625,0.5375,0,28.924,-0.00050083,-0.00018184,-5.601e-10
7.0781e-05,0.6625,0.5625,0,29.928,-0.00069526,-0.0002899,-9.0577e-10
0.00021521,0.6625,0.5875,0,30.927,-0.00084159,-0.0004344,-1.2531e-09
0.00038386,0.6625,0.6125,0,31.91,-0.00095633,-0.00061841,-1.601e-09
0.00057617,0.6625,0.6375,0,32.864,-0.0010686,-0.00084211,-1.9481e-09
0.00079119,0.6625,0.6625,0,33.773,-0.0012206,-0.0011017,-2.2926e-09
0.0010277,0.6625,0.6875,0,34.624,-0.0014644,-0.0013884,-2.6323e-09
0.0012843,0.6625,0.7125,0,35.412,-0.0018547,-0.0016885,-2.9648e-09
0.00156,0.6625,0.7375,0,36.145,-0.0024373,-0.0019834,-3.287e-09
0.0018548,0.6625,0.7625,0,36.843,-0.0032352,-0.0022502,-3.5954e-09
0.0021693,0.6625,0.7875,0,37.539,-0.0042343,-0.0024629,-3.8864e-09
0.0025052,0.6625,0.8125,0,38.264,-0.0053722,-0.0025926,-4.1559e-09
0.0028639,0.6625,0.8375,0,39.034,-0.0065306,-0.0026091,-4.3997e-09
0.0032456,0.6625,0.8625,0,39.836,-0.007533,-0.0024821,-4.6138e-09
0.0036481,0.6625,0.8875,0,40.619,-0.0081465,-0.002188,-4.7944e-09
0.0040658,0.6625,0.9125,0,41.3,-0.0080989,-0.001724,-4.9382e-09
0.0044908,0.6625,0.9375,0,41.8,-0.007127,-0.0011348,-5.0424e-09
0.0049152,0.6625,0.9625,0,42.076,-0.0050725,-0.00053956,-5.1055e-09
0.0053335,0.6625,0.9875,0,42.164,-0.0019756,-0.00013033,-5.1263e-09
0.0024402,0.6875,0.0125,0,14.536,0.0012646,-2.0449e-05,7.6509e-09
0.0021775,0.6875,0.0375,0,14.561,0.0031251,-8.3723e-05,4.9979e-09
0.0019183,0.6875,0.0625,0,14.648,0.004426,-0.00017504,4.8712e-09
0.0016644,0.6875,0.0875,0,14.823,0.005276,-0.0002654,4.7096e-09
0.0014181,0.6875,0.1125,0,15.098,0.0057671,-0.00033539,4.5178e-09
0.0011815,0.6875,0.1375,0,15.477,0.0059713,-0.0003754,4.3007e-09
0.00095674,0.6875,0.1625,0,15.956,0.0059456,-0.0003839,4.0628e-09
0.00074587,0.6875,0.1875,0,16.528,0.0057374,-0.0003648,3.8081e-09
0.00055073,0.6875,0.2125,0,17.182,0.005389,-0.00032497,3.5399e-09
0.00037307,0.6875,0.2375,0,17.907,0.0049393,-0.0002722,3.2609e-09
0.0002144,0.6875,0.2625,0,18.69,0.0044233,-0.00021402,2.973e-09
7.6056e-05,0.6875,0.2875,0,19.517,0.0038713,-0.000157,2.6776e-09
-4.0905e-05,0.6875,0.3125,0,20.379,0.0033082,-0.00010643,2.3758e-09
-0.00013566,0.6875,0.3375,0,21.266,0.0027532,-6.6314e-05,2.0683e-09
-0.00020759,0.6875,0.3625,0,22.173,0.0022197,-3.9451e-05,1.7554e-09
-0.00025626,0.6875,0.3875,0,23.096,0.0017165,-2.7695e-05,1.4375e-09
-0.00028133,0.6875,0.4125,0,24.033,0.0012492,-3.2277e-05,1.1148e-09
-0.00028257,0.6875,0.4375,0,24.983,0.00082213,-5.4175e-05,7.8763e-10
